0.003750, 0.150000, 50
0.011224, 0.149474, 50
0.023609, 0.247701, 50
0.040797, 0.343757, 50
0.062632, 0.436706, 50
0.088909, 0.525546, 50
0.119370, 0.609206, 50
0.153697, 0.686557, 50
0.191520, 0.756447, 50
0.232409, 0.817787, 50
0.275895, 0.869717, 50
0.321489, 0.911874, 50
0.368730, 0.944832, 50
0.417266, 0.970708, 50
0.466960, 0.993887, 50
0.518043, 1.021667, 50
0.571263, 1.064387, 50
0.627987, 1.134487, 50
0.690196, 1.244177, 50
0.760305, 1.402186, 50
0.840857, 1.611043, 50
0.934180, 1.866450, 50
1.042140, 2.159202, 50
1.166065, 2.478511, 50
1.306820, 2.815094, 50
1.464971, 3.163027, 50
1.640990, 3.520374, 50
1.835446, 3.889120, 50
2.049193, 4.274940, 50
2.283547, 4.687070, 50
2.540456, 5.138177, 50
2.822628, 5.643458, 50
3.133472, 6.216869, 50
3.476481, 6.860175, 50
3.822339, 6.917163, 50
4.128460, 6.122428, 50
4.444530, 6.321393, 50
4.770394, 6.517280, 50
5.105795, 6.708022, 50
5.450364, 6.891374, 50
5.799261, 6.977951, 50
6.147593, 6.966643, 50
6.494834, 6.944823, 50
6.837806, 6.859435, 50
7.171852, 6.680906, 50
7.495179, 6.466544, 50
7.807731, 6.251045, 50
8.109540, 6.036175, 50
8.400703, 5.823262, 50
8.681365, 5.613235, 50
8.951699, 5.406680, 50
9.211894, 5.203916, 50
9.462148, 5.005062, 50
9.702652, 4.810097, 50
9.933598, 4.618907, 50
10.155164, 4.431323, 50
10.367521, 4.247143, 50
10.570829, 4.066154, 50
10.765236, 3.888143, 50
10.950881, 3.712901, 50
11.127893, 3.540236, 50
11.296391, 3.369964, 50
11.456487, 3.201918, 50
11.608284, 3.035944, 50
11.751879, 2.871901, 50
11.887362, 2.709659, 50
12.014817, 2.549097, 50
12.134322, 2.390104, 50
12.245951, 2.232573, 50
12.349771, 2.076404, 50
12.445846, 1.921502, 50
12.534235, 1.767774, 50
12.614991, 1.615127, 50
12.688165, 1.463472, 50
12.753801, 1.312721, 50
12.811940, 1.162783, 50
12.862618, 1.013570, 50
12.905868, 0.864991, 50
12.941716, 0.716956, 50
12.970184, 0.569373, 50
12.991292, 0.422152, 50
13.005052, 0.275198, 50
13.011473, 0.128420, 50
13.012850, 0.027533, 50
13.012850, 0.000000, 50
