0.003750, 0.150000, 50
0.018776, 0.300526, 50
0.043891, 0.502298, 50
0.079203, 0.706239, 50
0.124867, 0.913286, 50
0.181089, 1.124439, 50
0.248128, 1.340767, 50
0.326298, 1.563398, 50
0.415972, 1.793482, 50
0.517577, 2.032103, 50
0.631583, 2.280120, 50
0.758477, 2.537889, 50
0.898719, 2.804830, 50
1.052660, 3.078824, 50
1.220434, 3.355481, 50
1.401810, 3.627510, 50
1.596039, 3.884586, 50
1.801754, 4.114297, 50
2.016977, 4.304468, 50
2.239297, 4.446400, 50
2.466176, 4.537584, 50
2.695292, 4.582310, 50
2.924780, 4.589759, 50
3.153314, 4.570685, 50
3.380031, 4.534340, 50
3.604362, 4.486624, 50
3.825835, 4.429455, 50
4.043877, 4.360831, 50
4.257630, 4.275059, 50
4.465773, 4.162866, 50
4.666349, 4.011520, 50
4.856634, 3.805711, 50
5.033199, 3.531299, 50
5.192514, 3.186290, 50
5.363771, 3.425145, 50
5.590114, 4.526866, 50
5.821504, 4.627789, 50
6.058093, 4.731786, 50
6.300139, 4.840929, 50
6.548013, 4.957471, 50
6.799056, 5.020851, 50
7.050665, 5.032187, 50
7.303368, 5.054059, 50
7.555661, 5.045856, 50
7.804703, 4.980838, 50
8.049470, 4.895347, 50
8.290019, 4.810980, 50
8.526317, 4.725966, 50
8.758266, 4.638978, 50
8.985720, 4.549087, 50
9.208506, 4.455710, 50
9.426432, 4.358529, 50
9.639304, 4.257426, 50
9.846925, 4.152425, 50
10.049107, 4.043640, 50
10.245669, 3.931245, 50
10.436441, 3.815440, 50
10.621263, 3.696440, 50
10.799986, 3.574461, 50
10.972472, 3.449708, 50
11.138591, 3.322378, 50
11.298223, 3.192654, 50
11.451258, 3.060702, 50
11.597592, 2.926677, 50
11.737128, 2.790720, 50
11.869776, 2.652963, 50
11.995453, 2.513525, 50
12.114078, 2.372519, 50
12.225581, 2.230050, 50
12.329892, 2.086218, 50
12.426948, 1.941120, 50
12.516690, 1.794849, 50
12.599065, 1.647495, 50
12.674023, 1.499150, 50
12.741518, 1.349901, 50
12.801510, 1.199839, 50
12.853962, 1.049053, 50
12.898844, 0.897632, 50
12.936127, 0.745667, 50
12.965790, 0.593249, 50
12.987813, 0.440471, 50
13.002184, 0.287424, 50
13.008894, 0.134202, 50
13.010333, 0.028779, 50
13.010333, 0.000000, 50
