dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,12.944866,20.930675,13.951707,2.152849,-1.636931,-5.206039,4.845307
0.050000,12.957501,20.828425,14.054735,2.060558,-1.845830,-4.177978,4.825668
0.050000,12.967731,20.730967,14.152728,1.959854,-2.014078,-3.364976,4.808494
0.050000,12.975916,20.638713,14.245345,1.852343,-2.150224,-2.722912,4.793444
0.050000,12.982378,20.551988,14.332310,1.739295,-2.260946,-2.214445,4.780241
0.050000,12.987403,20.471058,14.413396,1.621724,-2.351428,-1.809640,4.768660
0.050000,12.991239,20.396134,14.488418,1.500440,-2.425685,-1.485133,4.758514
0.050000,12.994104,20.327389,14.557223,1.376098,-2.486828,-1.222870,4.749651
0.050000,12.996189,20.264962,14.619685,1.249234,-2.537278,-1.008987,4.741944
0.050000,12.997657,20.208967,14.675699,1.120288,-2.578919,-0.832821,4.735291
0.050000,12.998649,20.159495,14.725180,0.989627,-2.613224,-0.686100,4.729604
0.050000,12.999284,20.116622,14.768058,0.857560,-2.641347,-0.562466,4.724814
0.050000,12.999662,20.080407,14.804276,0.724351,-2.664188,-0.456818,4.720863
0.050000,12.999865,20.050896,14.833787,0.590228,-2.682448,-0.365192,4.717706
0.050000,12.999959,20.028126,14.856557,0.455395,-2.696666,-0.284365,4.715308
0.050000,12.999992,20.012125,14.872559,0.320032,-2.707248,-0.211652,4.713641
0.050000,13.000000,20.002909,14.881774,0.184308,-2.714491,-0.144849,4.712689
0.050000,13.000000,20.000000,14.884683,0.058187,-2.522421,3.841392,4.712389
0.050000,13.000000,20.000000,14.884683,0.000000,-1.163737,27.173677,4.712389
