dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,14.944683,21.054499,16.969310,2.846090,-4.153547,4.172771,4.825668
0.050000,14.958502,20.922882,17.101650,2.646816,-3.985477,3.361392,4.808494
0.050000,14.969349,20.800645,17.224368,2.454344,-3.849457,2.720406,4.793444
0.050000,14.977776,20.687588,17.337738,2.267402,-3.738823,2.212671,4.780241
0.050000,14.984237,20.583540,17.441987,2.084982,-3.648404,1.808382,4.768660
0.050000,14.989112,20.488351,17.537300,1.906273,-3.574193,1.484219,4.758514
0.050000,14.992716,20.401895,17.623831,1.730618,-3.513083,1.222205,4.749651
0.050000,14.995316,20.324064,17.701706,1.557485,-3.462658,1.008501,4.741944
0.050000,14.997133,20.254766,17.771027,1.386434,-3.421035,0.832448,4.735291
0.050000,14.998352,20.193924,17.831882,1.217097,-3.386743,0.685854,4.729604
0.050000,14.999129,20.141471,17.884340,1.049165,-3.358630,0.562245,4.724814
0.050000,14.999590,20.097355,17.928459,0.882375,-3.335797,0.456673,4.720863
0.050000,14.999837,20.061531,17.964284,0.716498,-3.317542,0.365092,4.717706
0.050000,14.999951,20.033964,17.991851,0.551332,-3.303328,0.284274,4.715308
0.050000,14.999991,20.014630,18.011185,0.386694,-3.292748,0.211602,4.713641
0.050000,14.999999,20.003509,18.022306,0.222419,-3.285508,0.144806,4.712689
0.050000,15.000000,20.000000,18.025815,0.070177,-3.044847,4.813229,4.712389
0.050000,15.000000,20.000000,18.025815,0.000000,-1.403532,32.826300,4.712389
