dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,13.128470,2.964771,13.508093,5.091420,1.889168,-2.009442,0.557581
0.050000,13.342321,3.110250,13.766736,5.172870,1.629005,-5.203261,0.637790
0.050000,13.545800,3.274707,14.028365,5.232577,1.194133,-8.697449,0.722088
0.050000,13.735595,3.456993,14.291520,5.263105,0.610568,-11.671291,0.808478
0.050000,13.906194,3.651574,14.550297,5.175539,-1.751314,-47.237645,0.893311
0.050000,14.053848,3.850953,14.798397,4.962003,-4.270733,-50.388371,0.973032
0.050000,14.179345,4.050714,15.034308,4.718213,-4.875787,-12.101092,1.046202
0.050000,14.284700,4.247632,15.257638,4.466604,-5.032181,-3.127875,1.112289
0.050000,14.372312,4.439318,15.468398,4.215190,-5.028289,0.077837,1.171308
0.050000,14.444643,4.624127,15.666857,3.969184,-4.920109,2.163597,1.223632
0.050000,14.504008,4.800999,15.853426,3.731373,-4.756220,3.277792,1.269823
0.050000,14.552479,4.969298,16.028566,3.502802,-4.571433,3.695731,1.310515
0.050000,14.591851,5.128679,16.192737,3.283431,-4.387410,3.680470,1.346337
0.050000,14.623656,5.278982,16.346369,3.072636,-4.215902,3.430159,1.377877
0.050000,14.649187,5.420169,16.489846,2.869528,-4.062164,3.074757,1.405661
0.050000,14.669528,5.552269,16.623503,2.673148,-3.927601,2.691262,1.430148
0.050000,14.685590,5.675354,16.747631,2.482570,-3.811555,2.320914,1.451736
0.050000,14.698138,5.789514,16.862479,2.296950,-3.712400,1.983106,1.470763
0.050000,14.707813,5.894848,16.968256,2.115542,-3.628167,1.684646,1.487517
0.050000,14.715157,5.991454,17.065141,1.937698,-3.556882,1.425699,1.502243
0.050000,14.720624,6.079427,17.153284,1.762862,-3.496723,1.203192,1.515146
0.050000,14.724598,6.158856,17.232812,1.590557,-3.446083,1.012793,1.526398
0.050000,14.727403,6.229819,17.303831,1.420378,-3.403590,0.849854,1.536145
0.050000,14.729309,6.292389,17.366429,1.251973,-3.368091,0.709993,1.544508
0.050000,14.730542,6.346627,17.420682,1.085042,-3.338629,0.589240,1.551588
0.050000,14.731289,6.392587,17.466648,0.919321,-3.314423,0.484108,1.557468
0.050000,14.731702,6.430314,17.504377,0.754579,-3.294843,0.391604,1.562214
0.050000,14.731902,6.459843,17.533907,0.590609,-3.279387,0.309130,1.565880
0.050000,14.731978,6.481205,17.555268,0.427226,-3.267665,0.234439,1.568505
0.050000,14.731998,6.494417,17.568481,0.264257,-3.259387,0.165561,1.570118
0.050000,14.732000,6.499494,17.573558,0.101539,-3.254349,0.100748,1.570735
0.050000,14.732000,6.500000,17.574064,0.010113,-1.828533,28.516317,1.570796
0.050000,14.732000,6.500000,17.574064,0.000000,-0.202251,32.525649,1.570796
