0.003704, 0.148148, 50
0.016553, 0.256979, 50
0.037975, 0.428441, 50
0.067980, 0.600115, 50
0.106584, 0.772075, 50
0.153804, 0.944387, 50
0.209659, 1.117103, 50
0.274172, 1.290258, 50
0.347365, 1.463861, 50
0.429259, 1.637893, 50
0.519874, 1.812299, 50
0.619223, 1.986977, 50
0.727312, 2.161775, 50
0.844136, 2.336479, 50
0.969676, 2.510808, 50
1.103897, 2.684416, 50
1.246741, 2.856883, 50
1.398128, 3.027732, 50
1.557950, 3.196438, 50
1.726072, 3.362453, 50
1.902334, 3.525231, 50
2.086547, 3.684272, 50
2.278505, 3.839148, 50
2.477982, 3.989547, 50
2.684747, 4.135289, 50
2.898564, 4.276346, 50
3.119206, 4.412836, 50
3.342340, 4.462688, 50
3.563781, 4.428821, 50
3.783544, 4.395258, 50
4.001661, 4.362344, 50
4.218177, 4.330319, 50
4.433144, 4.299332, 50
4.646617, 4.269459, 50
4.858653, 4.240720, 50
5.069307, 4.213086, 50
5.263081, 3.875473, 50
5.440337, 3.545123, 50
5.617093, 3.535114, 50
5.793428, 3.526707, 50
5.969435, 3.520140, 50
6.145216, 3.515620, 50
6.320882, 3.513317, 50
6.496549, 3.513350, 50
6.672338, 3.515779, 50
6.848368, 3.520605, 50
7.024757, 3.527763, 50
7.201613, 3.537136, 50
7.379041, 3.548552, 50
7.557131, 3.561804, 50
7.735964, 3.576655, 50
7.915607, 3.592856, 50
8.096114, 3.610153, 50
8.277529, 3.628300, 50
8.459883, 3.647066, 50
8.643195, 3.666243, 50
8.827477, 3.685647, 50
9.012733, 3.705120, 50
9.198960, 3.724533, 50
9.386149, 3.743781, 50
9.572583, 3.728680, 50
9.754713, 3.642594, 50
9.930645, 3.518650, 50
10.100272, 3.392545, 50
10.263493, 3.264412, 50
10.420212, 3.134387, 50
10.570343, 3.002605, 50
10.713802, 2.869191, 50
10.850515, 2.734266, 50
10.980413, 2.597943, 50
11.103429, 2.460328, 50
11.219505, 2.321519, 50
11.328585, 2.181608, 50
11.430619, 2.040681, 50
11.525560, 1.898820, 50
11.613365, 1.756102, 50
11.693996, 1.612603, 50
11.767415, 1.468391, 50
11.833592, 1.323538, 50
11.892498, 1.178109, 50
11.944106, 1.032171, 50
11.988396, 0.885789, 50
12.025347, 0.739027, 50
12.054944, 0.591948, 50
12.077175, 0.444617, 50
12.092030, 0.297096, 50
12.099502, 0.149448, 50
12.101392, 0.037799, 50
12.101392, 0.000000, 50
